date,city,state,country,shape,duration_seconds,duration,comment,report_date,latitude,longitude
1998-12-01 18:00:00,westfield (5 miles north of),in,us,fireball,12.0,10-12 seconds,This was observed while driviing north on US 31.  Object flying WNW from ESE app. 500 ft. alt.&#44 at 4-500 mph. Medium brightness yellowi,2001-08-05,40.0427778,-86.1275
2004-01-19 12:00:00,guilford,ct,us,circle,60.0,approx. 1 min.,The round&#44 white object move in a zig&#44 zag fashion: aircraft nearby was smaller in comparison,2004-01-22,41.2888889,-72.6822222
2005-09-07 18:15:00,oradell,nj,us,light,600.0,10 minutes,Just a few moments ago while sitting in my car&#44 I noticed a bright light. It was nearly as bright as the sun but of course very tiny in,2005-10-11,40.9586111,-74.0372222
2009-12-01 18:40:00,salem,mo,us,fireball,15.0,15 secs,Orange fireball thrusting across rural missouri inbetween cook station and Salem.,2009-12-12,37.6455556,-91.5358333
2003-10-31 18:10:00,stanwood,wa,us,triangle,5.0,5 seconds,triangular shape with lights on bottom hovered&#44 then vanished in night,2003-12-09,48.2413889,-122.3694444
2013-07-04 22:30:00,elk grove,ca,us,light,60.0,>1 minute,Preface: there are plenty of commercial planes&#44 private planes&#44 military planes and helicopters with Sac Int Airport&#44 military&#44 and sma,2013-08-30,38.4088889,-121.3705556
2011-10-27 04:45:00,bassett,va,us,light,1200.0,20 minutes,Very Bright Gold/Bronze disc shaped object moving over VA,2011-12-12,36.7591667,-79.9905556
2013-06-13 20:30:00,johnstown,pa,us,fireball,600.0,10 minutes,Flaming Fireball floats across night sky,2013-07-03,40.3266667,-78.9222222
2010-10-20 05:45:00,golden valley,az,us,unknown,45.0,45 sec.,sighting 10/20/2010 Arizona 05:45am.,2010-11-21,35.2233333,-114.2222222
1951-06-06 02:00:00,mount pinos (beyond ski area parking),ca,,disk,7200.0,2 hours,2 ufos seen over mt pinos&#44  people in sleeping bags gone in morning&#44 airline pilots on ground see objects also,2007-10-08,34.811645,-119.14733
2011-01-20 15:00:00,millom (uk/england),,gb,sphere,12.0,12 seconds,Orange ball of light in the sky,2011-06-27,54.2,-3.266667
2002-10-28 01:10:00,san jose,ca,us,other,10.0,10 seconds,bright  white sphere flyes over head,2002-10-28,37.3394444,-121.8938889
2007-07-20 00:51:00,chesapeake,va,us,changing,2700.0,45 min,Multiple objects visible at miles over Chesapeake VA Near Cornland park,2007-08-07,36.8188889,-76.2752778
2000-11-20 23:00:00,oostburg,wi,us,flash,6.0,1/2 hour,bright multi-colored blinking object south east of Sheboygan Wisconsin,2000-12-02,43.6227778,-87.7944444
1988-08-10 22:30:00,johnstown,pa,us,triangle,120.0,120 seconds,It was a clear night with a bright moon.  I was a passenger in a car with a friend of mine driving.  As we drove along&#44 I noticed somet,2000-12-02,40.3266667,-78.9222222
2011-02-26 05:30:00,graham,nc,us,light,37800.0,1 1/2 hour,Very bright object with blue&#44 red&#44 and orange lights flickering; moved slowly stayed in the same area of the sky.,2011-03-10,36.0688889,-79.4008333
1979-07-01 19:00:00,whitman,ma,us,disk,60.0,1minute,As I was walking my dog up our front walk that,2004-01-17,42.0805556,-70.9361111
2014-01-25 20:35:00,cape coral,fl,us,light,600.0,5-10 minutes,Adult male describes witnessing an estimated 20-25 orange lights move across the night sky.,2014-01-30,26.5625,-81.9497222
2009-05-02 13:00:00,heidenheimer,tx,us,triangle,180.0,3 minutes,Triangle shaped&#44 slowly moving object,2009-05-12,31.0180556,-97.3025
2006-10-20 15:00:00,evanston,il,us,cigar,30.0,30 sec.,Object emerged from clouds and disappeared again,2007-06-12,42.0411111,-87.69
2008-08-02 21:30:00,deltona,fl,us,fireball,180.0,3 minutes,Orange flickering fireball,2008-08-12,28.9002778,-81.2638889
2009-04-30 21:40:00,galt,ca,us,triangle,600.0,10 min,Black triangle with rounded edges with bright round lights near each corner&#44 crossed over freeway I-5 April 30th at 9:40 PM .,2009-05-12,38.2547222,-121.2988889
1975-03-15 19:30:00,sao paulo (brazil),,,light,1200.0,20 minutes,Hovering orange light over the train terminal of the city&#39s subway and in line with the final approach of S.P. international airport. H,1998-06-02,-23.55052,-46.633309
2007-07-10 22:00:00,powderhorn,co,us,disk,300.0,5 minutes,A close night sky incounter.,2013-07-03,38.2769444,-107.0952778
2012-08-08 21:30:00,myrtle beach,sc,us,fireball,900.0,15 minutes,Unidentified orange orbs flash and then synchronize over the ocean,2012-08-19,33.6888889,-78.8869444
1997-03-13 22:00:00,casa grande,az,us,formation,8.0,8 seconds,Phoenix lights witnessed in Casa Grande&#44 AZ,2005-04-16,32.8794444,-111.7566667
2014-04-05 04:50:00,laoag (philippines),,,light,30.0,30 seconds,Bright light like stars x two.,2014-04-11,18.196013,120.592668
1967-03-01 19:30:00,whittier,ca,us,oval,2.0,2 seconds,Two observers witnessed 500-foot long oval craft  with lighted porthole windows flying low over Whittier.,2005-04-16,33.9791667,-118.0319444
2007-12-11 21:00:00,madison,al,us,disk,300.0,5 mintues,Disc with 4 blue lights.,2008-03-04,34.6991667,-86.7483333
2010-03-21 02:45:00,st. clair,mi,,light,5.0,5 sec,many red little blue on bottom light 4x star saw move at a speed slower than a shooting star faster than a satalite no trail moved from,2010-05-12,42.820865,-82.486024
2002-08-12 22:58:00,rayleigh  essex  (uk/england),,,chevron,6.0,6 seconds,3 chevron/boomerang shaped craft in formation totally silent.,2002-08-28,51.586385,0.604871
2010-04-10 21:45:00,south ockendon (uk/england),,gb,fireball,45.0,45 seconds,BALL OF FIRE IN THE SKY IN UNITED KINGDOM,2010-04-13,51.5,0.3
2014-05-07 00:00:00,detroit,mi,us,fireball,180.0,3 minutes,Fire balls in detroit sky.,2014-05-08,42.3313889,-83.0458333
2011-10-20 20:00:00,st. augustine,fl,us,circle,300.0,5 minutes,Three orbs going in different directions,2011-10-25,29.8944444,-81.3147222
2008-04-22 11:15:00,forest,va,us,cross,60.0,about  1 minute,It was swirling around in the sky&#44 then changed from a blue color to a yellow and gained a great ammount of speed.,2008-06-12,37.3636111,-79.29
2005-10-14 21:30:00,earp,ca,us,unknown,120.0,1-2 mins,Four lights over Parker Strip CA/AZ,2006-12-07,34.1647222,-114.3002778
2012-09-21 22:55:00,alfreton (uk/england),,gb,fireball,30.0,30 seconds,Main fireball with trail of flames behind dropping off large and slow Alfreton UK,2012-09-24,53.1,-1.383333
2008-12-25 18:15:00,london (uk/england),,gb,light,120.0,2 minutes,3 lights&#44 orange and red travelling across Londons night sky.,2009-01-10,51.514125,-0.093689
2004-07-10 04:30:00,canoga park,ca,us,light,180.0,3 minutes,I SAW A SILENT FUZZY BLINKING ORANGE/YELLOWISH BALL OF LIGHT ZIPPING OVER THE STREETS BEFORE SUNRISE.,2004-07-25,34.2011111,-118.5972222
2001-08-05 01:30:00,schaumburg,il,us,light,600.0,10 minutes,UFO&#39s seen over  O&#39Hare International Airport. at 1:30 AM 8/5/01,2001-08-12,42.0333333,-88.0833333
1999-12-29 17:50:00,denver,co,us,chevron,600.0,10 min,I was driving home down 13th street&#44 I saw a object hovering over 13th street very low&#44 at first I could not tell how low as I was appr,2000-01-07,39.7391667,-104.9841667
2012-07-13 21:30:00,simpsonville,sc,us,sphere,300.0,5 minutes,20 lights in sky faded out.,2012-08-05,34.7369444,-82.2544444
2013-08-01 22:00:00,great mills,md,us,sphere,180.0,3 minutes,Bright orb shape&#44 travels slightly then vanishes.,2013-09-09,38.2366667,-76.4975
2010-08-03 22:00:00,terre haute outskirts,in,,formation,180.0,3 minutes,I was travelling south on u.s.  41&#44 about ten or 15 miles outside of Terre Haute&#44 Indiana. About 200 feet ahead of me&#44 on the east side,2010-08-24,39.466703,-87.413909
1997-06-15 13:30:00,gaffney,sc,us,cylinder,120.0,1-2 minutes,I was standimg in my back yeard i something shiny cought the coner when i look there was a bright silver cylinder and it was siting sta,2013-12-23,35.0716667,-81.65
2005-08-23 22:00:00,pikeville,ky,us,rectangle,420.0,7 minutes,The object moved at a relatively slow steady pace from east to west with lights at the front and the back completely silent and huge.,2005-10-11,37.4791667,-82.5188889
2004-07-10 01:00:00,blackfoot,id,us,chevron,600.0,10 min,ever since then we started to look up at the sky and where surprised to see how many sighting we were encountering.,2006-10-30,43.1905556,-112.3441667
2013-02-03 17:00:00,houma,la,us,other,60.0,<1 minute,Very flat vehicle with flashing&#44 white lights on the side.,2013-02-18,29.5955556,-90.7194444
2012-03-15 23:08:00,aquinnah,ma,,unknown,10.0,5-10 seconds,LIGHTS AND RUMBLING OVER THE ISLAND,2012-03-16,41.335237,-70.800786
2011-02-20 21:50:00,san diego,ca,us,,120.0,2 minutes,lights over san diego tijuana border,2011-02-23,32.7152778,-117.1563889
2005-09-29 12:00:00,fresno,ca,us,formation,900.0,10-15 minutes,15-20 flying formation objects seen from Fresno&#44 CA,2005-10-11,36.7477778,-119.7713889
2009-09-28 04:15:00,fort worth,tx,us,other,20.0,20 seconds,Boomerang shaped craft glides across the sky early in the morning,2009-12-12,32.7252778,-97.3205556
2009-05-01 16:00:00,monongahela,pa,us,disk,300.0,~5 minutes,Floating saucer over Mononongahela Valley Country Club in Monongahela&#44 Pa.,2009-06-09,40.2030556,-79.9263889
2012-11-07 23:00:00,omaha,ne,us,fireball,30.0,30 seconds,Huge ball of light came up from the ground and shot into the atmosphere,2012-11-19,41.2586111,-95.9375
2005-01-08 06:30:00,chicago,il,us,light,600.0,10 mins,Light moving fast over Chicago,2005-01-11,41.85,-87.65
1975-08-16 21:00:00,indianapolis,in,us,triangle,120.0,2 minutes,Triangular object&#44got within 200 feet&#44stopped in mid air&#44took off like a rocket and dissapeared&#44never made any noise.,2008-06-12,39.7683333,-86.1580556
2007-02-28 20:00:00,madison,al,us,triangle,720.0,12 minutes,Two Triangular Craft over Madison Alabama,2007-03-08,34.6991667,-86.7483333
2013-12-09 18:00:00,mount vernon,oh,us,rectangle,600.0,5-10 minutes,Orange light pattern in the sky.,2014-01-10,40.3933333,-82.4858333
2013-08-24 21:00:00,hamilton (canada),on,ca,other,300.0,5 minutes,I&#39ve seen satellites before but not west to east ever.,2013-08-30,43.25,-79.833333
2012-03-24 00:10:00,somerville,nj,us,sphere,420.0,7 minutes,3 Round orbs orange/orangey red in color hovering over central NJ,2012-05-13,40.5741667,-74.6102778
2003-07-25 20:30:00,enderby (canada),bc,ca,cylinder,300.0,5 minutes,HBCCUFO CANADIAN REPORT:  shiny&#44 bright cyl. shape&#44 stationary high in the sky&#44 &quot;broke apart&quot;&#44 split into 2 exact same size pieces,2003-08-01,50.55,-119.133333
1998-03-11 20:10:00,northport,ny,us,light,2.0,2 seconds,no crafts were seen&#44 only a brilliant silver-blue light that moved north to south ....,2002-03-19,40.9008333,-73.3436111
2012-06-25 22:20:00,toledo,oh,us,light,120.0,2 minutes,2 Orange lights moving South,2012-07-04,41.6638889,-83.5552778
1994-06-15 23:00:00,federal way,wa,us,unknown,20.0,20 seconds,RE:Occurred : 6/15/1994 23:00 (Entered as : 1994 23:00) Reported: 7/13/2003 12:06:06 AM 00:06 Posted: 7/16/2003 Location: Drain&#44 OR Sha,2006-05-15,47.3225,-122.3113889
2014-01-14 18:45:00,fredonia,ks,us,light,240.0,4 minutes,Three people see orange lights in the western sky at night. One dims and re-lights in a horizontal row. 50 second video taken.,2014-01-24,37.5338889,-95.8263889
2004-07-29 22:30:00,ocean isle,nc,,light,3600.0,an hour,Large golden red light coming on and then going out&#44 several times in the night sky.,2004-08-11,33.894339,-78.426672
2006-12-26 00:00:00,elmwood pk,il,,light,600.0,10 minutes,weird light I see during the night when I come home from work late.  going very slow seen clearly from my window and passing in the sou,2007-02-01,41.921142,-87.809227
2012-08-18 21:30:00,london (canada),on,ca,circle,600.0,5-10 minutes,Reddish object from the north slowy went east and then 10 min. later it happened again.,2012-09-24,42.983333,-81.25
2014-04-17 14:00:00,columbus,oh,us,sphere,300.0,5 minutes,Silver object that jumped across the sky so many feet. It moved very quickly would disappear and reappear. Then its gone.,2014-04-18,39.9611111,-82.9988889
2013-06-27 21:20:00,clearwater,fl,us,triangle,120.0,2 minutes,I think I saw the TR-3B/Aurora aircraft tonight&#8230;,2013-07-03,27.9655556,-82.8002778
2013-05-26 22:30:00,kalamazoo,mi,us,light,120.0,2 minutes,Pair of hovering orange lights.,2013-06-02,42.2916667,-85.5872222
2012-07-04 22:30:00,ocean park,wa,us,sphere,180.0,3 minutes,6 orange fireballs travel slowly across the southwestern WA night sky.,2012-08-05,46.4916667,-124.0488889
2012-04-20 21:33:00,lake elsinore,ca,us,chevron,8.0,8 seconds,Large&#44 dark&#44 triangular winged object with numerous small dim lights&#44 silently floated by us.,2012-05-13,33.6680556,-117.3263889
2012-09-11 22:50:00,snoqualmie,wa,us,formation,30.0,30 seconds,Two fast moving UFO&#39s moving west to east 25 miles east of Seattle,2012-09-24,47.5288889,-121.8241667
2013-10-20 21:30:00,szczecinek (poland),,,other,3600.0,1 hour,Triangle-shaped object and a bright pulsing light,2014-01-16,53.710071,16.69936
2011-07-30 22:00:00,norfolk,ma,us,light,2.0,seconds,July 31 @ approximately 10 and 10:30 pm watching the night sky and saw two separate balls of light very large streak across the sky.  I,2011-08-07,42.1194444,-71.3255556
2013-07-25 21:30:00,sandy,ut,,sphere,300.0,5 minutes,Orange round non-helicopter,2013-08-30,40.5725,-111.859722
2005-07-18 10:47:00,eau claire,wi,us,unknown,300.0,5 minutes,Slow&#44 silent blinking lights return again in Eau Claire,2005-09-02,44.8113889,-91.4983333
1995-11-18 21:00:00,ringgold,ga,us,delta,900.0,15 min.,On Saturday evening just after dark on November 18&#44 1995 an arrowhead-shaped ufo was spotted to the east approx. 100 yrds. from Davis R,2000-04-26,34.9158333,-85.1091667
2013-11-16 19:45:00,wizard wells,tx,us,other,300.0,5 minutes,Green orb descends from air then changes color&#44 shape&#44 and size and flashes lights on cows.,2013-11-20,33.2002778,-97.97
2013-07-27 23:00:00,rogers,ar,us,light,300.0,5 minutes,I saw 30 bright white lights hovering in the sky over my neighborhood.  I went and got my fiance out of bed to witness the lights.  Aft,2013-08-30,36.3319444,-94.1183333
2009-07-24 00:01:00,beavercreek,or,,changing,10800.0,0:00 3:00am,Saw glowing red object.It moved back and fourth at treetop level.It remained hovering for 3 hrs.  ((NUFORC Note:  Star??  PD)),2009-08-05,45.287929,-122.535342
2010-09-12 21:00:00,toms river,nj,us,cigar,3.0,3 sec,Cigar shaped haze with two rectangular windows.,2010-11-21,39.9536111,-74.1983333
2010-05-07 12:00:00,phoenix,az,us,changing,7.0,7 seconds,Moved across the city of  Phoenix in just a few seconds.,2010-05-12,33.4483333,-112.0733333
2010-05-22 22:00:00,orlando,fl,us,light,600.0,10 min,((HOAX??))  It was bright orange like a street light then went dim,2011-05-29,28.5380556,-81.3794444
2007-05-18 21:00:00,nederland,tx,us,flash,4.0,4sec,A NEIGHBOR AND MYSELF WERE TALKING OUTSIDE WHEN WE SAW A BRIGHT FLOURESENT GREEN STREAK FLASH ACROSS THE SKY IT WAS IN THE DIRECTION OF,2007-06-12,29.9741667,-93.9922222
2012-02-05 00:22:00,bellflower,ca,us,triangle,60.0,1 min,Triangular shaped object hovering above a house in Bellflower CA.,2012-02-10,33.8816667,-118.1161111
2011-05-21 19:50:00,lincoln,al,us,unknown,10.0,10 seconds,Two planes flying very close together &#44 one with a contrail &#44 the other had no contrail and just dissipated in a few seconds .,2011-05-29,33.6130556,-86.1183333
2012-06-08 23:00:00,beloit,wi,us,changing,30.0,30 seconds,UFO changing before my eye&#39s absolutely no sound.,2012-06-14,42.5083333,-89.0316667
2011-12-25 18:15:00,defiance,mo,us,circle,90.0,1.5 minutes,Took my dogs out to go to the bathroom&#44 neighbors pointed out 10-15 circular orbs hovering vertically of one another.,2012-01-12,38.6635,-90.8184
2009-12-19 01:45:00,campbell,ca,us,unknown,600.0,10 min,Two mutli colored lights appearing to be outside atmosphere moving very slow then fading away,2010-02-14,37.2872222,-121.9488889
2012-04-28 13:37:00,sarasota,fl,us,cigar,120.0,2 minutes,White cigar shaped ufo not flying then dissappeared,2012-05-13,27.3361111,-82.5308333
1999-09-17 22:00:00,phoenix,az,us,oval,3600.0,45-60 min,It changed colors&#44 hovered for about 10 min. then faded to a light fuzz and slowly jetted away. This repeated the exact same routine&#44 i,1999-10-02,33.4483333,-112.0733333
2013-05-26 21:30:00,rochester,ny,us,light,120.0,1-2 minutes,Orange orbs near Lake Ontario.,2013-07-03,43.1547222,-77.6158333
2011-12-02 19:00:00,salisbury,nc,us,unknown,10.0,7-10 seconds,Low flying light emits blue neon trail and vanishes,2011-12-12,35.6708333,-80.4744444
2010-12-31 23:43:00,fairfax,pa,,light,120.0,1-2 minutes,6 red lights flying in a line over Fairfax&#44 VA while changing speed and position before simultaneously disappearing,2011-01-05,39.786389,-75.543611
2008-04-02 00:20:00,cramerton,nc,us,flash,240.0,3-4 minutes,Flashing light (multiple colors) in the skys over cramerton and ranlo nc just above the horizon. ((NUFORC Note:  Sirius??  PD)),2008-04-17,35.2386111,-81.0752778
2008-02-26 17:42:00,marlboro,vt,us,unknown,30.0,30 seconds,Strange objects emerge from clouds,2008-03-04,42.8594444,-72.7263889
